name,releaseDate,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers,steamId
wwe 2k24,2024-03-07,165301,99.99,8055097.0,42.36514031444467,71,aaa,2k,visual concepts,2315690
earth defense force 6,2024-07-25,159806,59.99,7882151.0,29.65106126155342,57,indie,d3publisher,sandlot,2291060
sins of a solar empire ii,2024-08-15,214192,49.99,7815247.0,12.45259326556514,88,indie,stardock entertainment,"ironclad games corporation,stardock entertainment",1575940
legend of mortal,2024-06-14,440998,19.99,7756399.0,24.79781729089117,76,indie,"paras games,obb studio inc.",obb studio inc.,1859910
shin megami tensei v: vengeance,2024-06-13,141306,59.99,7629252.0,34.25849627863547,96,aa,sega,atlus,1875830
soulmask,2024-05-30,304685,29.99,7540563.0,95.69781345051696,79,indie,qooland games,campfire studio,2646460
the universim,2024-01-22,328945,29.99,7534369.0,16.86853054897363,81,indie,crytivo,crytivo,352720
bellwright,2024-04-23,280955,29.99,7481940.0,41.418884797624166,78,indie,"donkey crew,snail games usa",donkey crew,1812450
night of the dead,2024-05-31,394364,29.99,7091792.0,27.59707192847936,79,indie,jackto studios,jackto studios,1377380
empires of the undergrowth,2024-06-07,408292,29.99,6950952.0,38.60212424802546,95,aa,"hooded horse,slug disco",slug disco,463530
kingdom hearts -hd 1.5+2.5 remix-,2024-06-13,212325,49.99,6828446.0,30.27494811660254,0,aa,square enix,square enix,2552430
animal well,2024-05-09,305891,24.99,6420393.0,8.485381327666017,96,indie,bigmode,billy basso,813230
age of mythology: retold,2024-09-04,236419,29.99,6381185.0,9.389112456991116,91,aaa,xbox game studios,"world's edge,forgotten empires,tantalus media,captureage,virtuos games",1934680
star wars™: battlefront classic collection,2024-03-13,185054,35.01,6048340.0,4.360934964168404,0,indie,aspyr,aspyr,2446550
another crab's treasure,2024-04-25,264723,29.99,5719324.0,10.434608015373133,95,indie,aggro crab,aggro crab,1887840
homeworld 3,2024-05-13,102487,59.99,5516030.0,8.497439609058835,42,aa,gearbox publishing,blackbird interactive,1840080
winter memories,2024-01-05,424281,19.99,5478333.0,8.98400541606548,0,indie,kagura games,dojin otome,2495450
nine sols,2024-05-28,214407,29.99,5475592.0,17.894843749042394,96,indie,redcandlegames,redcandlegames,1809540
outpost: infinity siege,2024-03-26,278031,24.99,5312327.0,35.08670209892025,68,aa,lightning games,team ranger,1566690
sker ritual,2024-04-18,267953,24.99,5058868.0,6.477539083793293,82,indie,wales interactive,wales interactive,1492070
shapez 2,2024-08-15,261028,24.99,4810868.0,16.307715687349233,99,indie,"tobspr games,gamera games",tobspr games,2162800
senua’s saga: hellblade ii,2024-05-21,107010,49.99,4747832.0,5.160077378916766,88,aaa,xbox game studios,ninja theory,2461850
pixel gun 3d: pc edition,2024-04-02,1626877,0.0,4707782.0,11.89782337701754,62,indie,cubic games studio,cubic games studio,2524890
backpack battles,2024-03-08,499559,12.99,4663468.0,42.85143977627138,90,indie,"playwithfurcifer,indieark",playwithfurcifer,2427700
crime scene cleaner,2024-08-14,285596,19.99,4644684.0,8.5955248244436,98,indie,"president studio,playway s.a.",president studio,1040200
kebab chefs! - restaurant simulator,2024-01-19,312189,17.99,4552032.0,9.479225359641724,89,indie,biotech gameworks,biotech gameworks,1001270
predecessor,2024-08-20,433605,0.0,4523839.944318563,109.91382768034087,79,indie,omeda studios,omeda studios,961200
palia,2024-03-25,881082,0.0,4263470.0,47.02791482592875,78,indie,singularity 6 corporation,singularity 6 corporation,2707930
"little kitty, big city",2024-05-09,206880,24.99,4238137.0,4.143531272874482,95,indie,double dagger studio,double dagger studio,1177980
secrets of grindea,2024-02-29,314988,14.99,4161183.0,21.69826525906877,90,indie,pixel ferrets,pixel ferrets,269770
chrono ark,2024-05-02,301197,24.99,4113334.0,37.2041660638596,91,indie,al fine,al fine,1188930
nova drift,2024-08-12,445361,17.99,4047331.0,24.72868457429413,96,indie,pixeljam,chimeric,858210
kingdom rush 5: alliance td,2024-07-25,245264,19.99,4042356.0,9.09008744972337,86,indie,ironhide game studio,ironhide game studio,2849080
norland,2024-07-18,170621,29.99,3991591.0,18.46350698089453,79,aa,hooded horse,long jaunt,1857090
eiyuden chronicle: hundred heroes,2024-04-23,91925,49.99,3953243.0,26.18784418359856,0,aa,505 games,rabbit & bear studios,1658280
le mans ultimate,2024-02-20,120703,32.99,3740762.0,24.51989839725174,78,indie,studio 397,studio 397,2399420
the hungry lamb: traveling in the late ming dynasty,2024-04-22,588305,9.99,3689551.0,5.515544910785541,97,indie,"零创游戏(zerocreationgame),2p games",零创游戏(zerocreationgame),2593370
fabledom,2024-05-13,274354,20.99,3559827.0,9.741550826316857,90,indie,"dear villagers,doyoyo games",grenaa games,1651560
apollo justice: ace attorney trilogy,2024-01-24,89327,49.99,3465018.0,40.0243065252875,93,aaa,"capcom co., ltd.","capcom co., ltd.",2187220
f1® manager 2024,2024-07-23,111464,34.99,3428483.0,22.803547133217016,66,aa,frontier developments,frontier developments,2591280
men of war ii,2024-05-15,84565,44.99,3406127.0,21.05376649227358,0,indie,fulqrum publishing,best way,1128860
banishers: ghosts of new eden,2024-02-12,78137,49.99,3387809.0,22.31599204035413,87,aa,focus entertainment,don't nod,1493640
buckshot roulette,2024-04-04,1486957,2.99,3369649.0,2.995872787721658,95,indie,critical reflex,mike klubnika,2835570
fields of mistria,2024-08-05,265456,13.99,3342356.0,15.649349536238686,98,indie,npc studio,npc studio,2142790
forewarned,2024-04-25,366053,12.99,3322822.0,8.447204850866648,91,indie,dreambyte games,dreambyte games,1562420
midnight ghost hunt,2024-03-21,371470,19.99,3272209.0,11.916997192362892,78,aa,coffee stain publishing,vaulted sky games,915810
tomb raider i-iii remastered starring lara croft,2024-02-13,125073,29.99,3262820.0,25.629116385966054,87,indie,aspyr,"aspyr,crystal dynamics",2478970
five nights at freddy's: into the pit,2024-08-07,181334,19.99,3262379.0,5.095655826350983,96,indie,mega cat studios,mega cat studios,2638370
ea sports™ madden nfl 25,2024-08-15,50521,69.99,3182368.0,16.10649107133234,50,aaa,electronic arts,tiburon,2582560
rotwood,2024-04-24,412521,10.99,3180800.0,8.798469833185573,73,aa,klei entertainment,klei entertainment,2015270
hookah haze,2024-07-10,17717,17.99,263733.0,4.766068924187017,92,indie,aniplex inc.,acquire corp.,2470300
future fragments,2024-02-22,14679,19.99,263197.0,6.791463008808835,80,indie,"taboo toad,shady corner games",the future fragments team,1238920
botany manor,2024-04-09,12312,24.99,263004.0,3.329619728276769,96,indie,whitethorn games,balloon studios,1425350
scarlet tower,2024-03-25,66201,4.99,262728.0,10.807864513617217,86,indie,pyxeralia llc,pyxeralia llc,2181720
vellum,2024-03-28,15742,19.99,260940.0,7.258494933109757,90,indie,"alvios, inc.",alvios games,917950
supernatural,2024-07-15,34355,8.99,260449.0,1.582619871033138,63,indie,hitori de productions,hitori de productions,2093010
viking rise: valhalla,2024-05-21,20537,0.0,259513.0,36.62029672226122,75,indie,igg singapore pte. ltd.,igg singapore pte. ltd.,2819520
lonestar,2024-01-18,36933,9.99,259157.0,20.516837545390125,0,indie,thermite games,math tide,2056210
yohane the parhelion - numazu in the mirage -,2024-02-21,10048,29.99,258574.0,11.459016872346174,93,indie,bexide inc.,bexide inc.,2459750
revue starlight el dorado,2024-08-07,9499,29.99,256387.0,5.427033571710683,98,indie,bushiroad inc.,frontwing,2849960
the brew barons,2024-03-01,14325,21.99,256071.0,13.184460733075102,0,indie,lifetap studios,lifetap studios,1636710
contain,2024-01-16,12768,13.99,255512.0,2.503693650275288,60,indie,singingiant,singingiant,2186700
brothers: a tale of two sons remake,2024-02-28,21858,19.99,255441.0,2.3648222677036745,68,aa,505 games,avantgarden srl,2153350
voice love on air,2024-03-27,10136,29.99,254966.0,11.2397919153104,90,indie,softstar entertainment,"softstar entertainment,noisy fish",2321120
great houses of calderia,2024-05-02,14675,24.99,253627.0,8.063675087275312,78,indie,firesquid,resistance games,1812910
king arthur: legion ix,2024-05-09,15238,19.99,252953.0,12.391322087258976,71,indie,neocoregames,neocoregames,2739830
sentry,2024-03-25,15063,19.99,251556.0,6.484102923591283,85,indie,fireblade software,fireblade software,1252680
nexus 5x,2024-04-18,19791,14.99,250950.0,20.865414536197893,95,indie,paradox arc,whatboy games,1983990
autoforge,2024-03-27,14728,19.99,249767.0,13.221277300296627,89,indie,siege games,siege games,1960480
magic pussy: chapter 2,2024-01-13,36601,9.99,249274.0,2.612123877243422,75,indie,taboo tales 💘,taboo tales 💘,2512190
tennis manager 2024,2024-05-23,7878,39.99,248804.0,10.221171029632243,83,indie,rebound cg,rebound cg,2870110
lifeform zero,2024-02-22,36772,7.99,243845.0,1.1870703784703778,83,indie,"mango party,mango party news",sins of succubus,1848270
farm manager world,2024-04-29,14399,19.99,241254.0,20.978020915770703,0,indie,"sim farm s.a.,playway s.a.",cleversan games,2206350
turbo golf racing,2024-04-04,27537,9.99,240922.0,8.278991424104499,86,indie,hugecalf studios,hugecalf studios,1324350
windowkill,2024-02-23,54205,4.99,239666.0,4.033346015712271,97,indie,torcado,torcado,2726450
bootstrap island,2024-02-22,11797,24.99,237361.0,4.453969670795021,83,indie,maru vr productions,maru vr productions,1942110
idle hero td - tower defense,2024-05-03,13061,0.0,235863.0,189.0570113996993,79,indie,swell games llc,swell games llc,2897580
hairdresser simulator,2024-03-06,14398,19.99,235724.0,7.94368062025551,49,indie,frozen way,gameformatic s.a.,1330560
maniac,2024-03-28,57155,4.99,235604.0,4.290811596159339,91,indie,skystone games,transhuman design,1482380
nevergrind online,2024-07-11,27973,15.99,235479.0,43.736640716411806,89,indie,neverworks games,neverworks games,853450
zoonomaly,2024-03-06,43112,5.99,232416.0,6.127524221454782,72,indie,lights are off llc,lights are off llc,2101890
pepper grinder,2024-03-28,19649,14.99,230628.0,3.0902037504824045,88,aa,devolver digital,"ahr ech,mp2 games",2076580
shashingo: learn japanese with photography,2024-02-27,14012,19.99,229922.0,4.261561103643061,95,indie,autumn pioneer,autumn pioneer,1632490
hexguardian,2024-05-02,24896,11.99,227666.0,16.151996485734074,84,indie,yogscast games,split second games,2381740
modern pink elf rpg,2024-02-02,24006,11.99,227642.0,3.399177167134526,88,indie,"remtairy,cursedatelier",warshop,2745710
internet cafe evolution,2024-04-19,18075,14.99,225541.0,18.29526412534356,80,indie,tiny flame games,tiny flame games,2600600
primitive society simulator,2024-02-26,13359,19.99,224409.0,23.152544840566616,84,indie,ysh games,ysh bigdove,1876880
dystopika,2024-06-21,38869,6.99,224151.0,2.4823713745397766,97,indie,"voids within,unikat label",voids within,2379910
transformative summer: life with a ts companion,2024-08-23,16175,16.99,223483.0,1.763499267186479,90,indie,"hentai plan,otaku plan",88danuki,2891040
bare witness,2024-07-20,22016,12.99,223470.0,8.570352837139355,95,indie,alterworlds,alterworlds,2387380
blockbuster inc.,2024-06-06,10529,24.99,222603.0,7.775502852784427,53,indie,ancient forge,super sly fox,1793090
guards!,2024-03-01,19148,14.99,222412.0,3.8115169276491287,73,indie,wylderzone,"wylderzone,lowkey gamedev",2514460
hawked,2024-02-15,162606,0.0,221326.0,11.438980059315815,55,indie,"my.games,the 4 winds entertainment (mena and turkey)",my.games,1955960
tiebreak: official game of the atp and wta,2024-08-22,6854,49.99,220924.0,14.886697995640557,75,aa,nacon,big ant studios,2264340
builders of greece,2024-02-27,14537,19.99,220170.0,9.287106790328828,0,indie,"creativeforge games,playway s.a.","blum entertainment,strategy labs",1273100
chasing sunsets,2024-08-18,25621,14.99,219632.0,14.334402971391173,94,indie,stone fox studios,stone fox studios,1783110
capes,2024-05-29,7019,39.99,218599.0,18.1841439121085,0,aa,daedalic entertainment,spitfire interactive,2081080
path of achra,2024-05-07,26939,9.99,218518.0,28.54435664963007,99,indie,slouching beast llc,ulfsire,2128270
sisters: last day of summer,2024-06-03,10528,24.99,218069.0,2.863190329208691,84,indie,jast,jellyfish,2781750
three kingdoms: innovatory,2024-01-31,26571,13.99,218047.0,20.12410684801021,76,indie,moment hk,瞬息万变工作室,2340500
exocross,2024-07-22,8226,39.99,217345.0,5.42370667094399,70,indie,"iracing.com motorsport simulations,iracing","iracing.com motorsport simulations,iracing",773840
angel at dusk,2024-01-12,20643,14.99,217085.0,10.783586495954678,99,indie,"henteko doujin,sanuk inc.",akiragoya,1405500
sex formula,2024-09-05,6030,39.99,217025.0,1.3852123208746496,77,indie,migi studio,migi studio,2889660
casecracker2,2024-05-16,21864,11.99,216851.0,5.844877721759396,95,indie,npc entertainment,blackrobe,2294450
coreborn,2024-06-19,14796,13.99,216265.0,30.494220097898072,67,indie,blankhans,blankhans,1926090
heart of crown online,2024-04-23,13112,19.99,215401.0,10.997180274952369,81,indie,japanime digital,"illucalab,flipflops",1883000
stargate: timekeepers,2024-01-23,7991,29.99,214688.0,5.441417976196167,58,aa,slitherine ltd.,slitherine ltd.,1523650
vae victis - khan,2024-03-01,16129,14.99,214566.0,10.44505482765064,83,indie,doorknob22,doorknob22,2540230
sucker for love: date to die for,2024-04-23,19772,12.99,213201.0,3.8826264044692698,0,indie,dreadxp,akabaka,2240790
tchia,2024-03-21,11684,29.99,212197.0,7.90778295224673,0,indie,kepler interactive,awaceb,1496590
love n life: lucky teacher,2024-01-31,38777,8.99,210967.0,4.0441084681223565,0,indie,reborn entertainment,reborn entertainment,2445340
tour de france 2024,2024-06-06,5833,39.99,208625.0,20.921704466723124,72,aa,nacon,cyanide studio,2494340
nancy drew®: mystery of the seven keys™,2024-06-20,7242,32.0,208569.0,7.070747407547764,60,indie,her interactive,her interactive,1926590
project mikhail: a muv-luv war story,2024-04-26,15338,19.99,208558.0,21.58182968869664,55,indie,anchor inc.,"anchor inc.,fuzz, inc.",1557480
the deluca family - season 1,2024-02-27,16425,15.99,207588.0,12.18923439084038,83,indie,memogaming,memogaming,2814610
mini airways,2024-07-30,24705,9.99,207390.0,6.443859027040861,0,indie,erabit,ccc games,2289650
judgesim,2024-07-16,33281,6.99,206875.0,3.020822486072547,0,indie,delusionart studio,delusionart studio,2919660
江湖客栈-the jianghu,2024-08-31,51896,0.0,205131.0,260.3405090672399,61,indie,path,『風林火山』工作室,1881610
the bathhouse | 地獄銭湯 restored edition,2024-08-09,28170,7.99,202570.0,2.4106187515297246,92,indie,chilla's art,chilla's art,2989950
shipwrecked 64,2024-01-01,26225,7.99,202048.0,7.407742826442237,96,indie,cogware games,"squeaks d'corgeh,cogware games",2160220
shadow of the depth,2024-04-22,16453,14.99,201940.0,8.217366605525815,72,indie,chillyroom,chillyroom,2100150
subterrain: mines of titan,2024-03-12,12552,19.99,200632.0,15.648462349326858,0,indie,indie.io,pixellore inc,1573100
chill pulse,2024-05-02,51928,4.99,199035.0,31.10197244558289,95,indie,catos game,catos game,2826180
convrgence,2024-04-22,12366,19.99,198731.0,5.466555952304595,81,indie,monkey-with-a-bomb,monkey-with-a-bomb,2609610
a day out,2024-06-27,20883,9.99,198689.0,5.069955151525373,80,indie,kevthedev,"kevthedev,gamesbychris",1547670
arzette: the jewel of faramore,2024-02-13,12464,19.99,198058.0,4.056923806623435,97,indie,limited run games,seedy eye software,1924780
colony city 27λ,2024-03-26,21646,10.99,197843.0,4.235837414783542,90,indie,playmeow,bunny eats tiger,2442410
smash girls,2024-06-25,21519,10.99,197661.0,1.62018681861316,84,indie,"mango party,mango party news",18bitstudio,2822030
彷徨之街 the street of adrift,2024-05-20,34730,11.99,195942.0,9.590101408610204,76,indie,lovestoryproject,caramel-mocha studio,1672670
corsairs legacy - pirate action rpg & sea battles,2024-01-30,13511,17.99,195795.0,2.5949174590740385,70,indie,mauris games ou,mauris,1594880
4d golf,2024-03-22,10052,19.99,195440.0,6.548743445908296,99,indie,codeparade,codeparade,2147950
diluvian winds,2024-04-25,13936,17.99,194382.0,5.081085619181385,77,indie,"goblinz publishing,indieark",alambik studio,1561040
rocksmith+,2024-06-06,35660,0.0,193594.0,3.87375145779168,11,aaa,ubisoft,"ubisoft san francisco,ubisoft osaka,ubisoft bucharest,ubisoft pune",2834910
how to lose one's virginity,2024-04-25,19576,11.99,193532.0,4.968943677656601,86,indie,visualpointg,visualpointg,2578880
cozy caravan,2024-05-16,11142,19.99,191108.0,6.822617789074972,0,indie,5 lives studios,5 lives studios,2788520
apprehending the adventurer chan! ~live2d tentacles simulator~,2024-06-27,27719,7.99,189258.0,2.660770403074175,97,indie,alice publication,no.7 void mine,3012420
道衍诀,2024-05-08,19716,11.99,188260.0,8.306483637567908,66,indie,宁德动游网络科技有限公司,宁德动游网络科技有限公司,1951220
beat hazard 3,2024-06-22,13179,18.99,187908.0,13.222661214210484,89,indie,cold beam games,cold beam games,1493520
final factory,2024-04-09,10896,18.99,186670.0,20.93961115219039,83,indie,never games limited,never games limited,1383150
figure adventure,2024-06-24,31641,0.0,184743.0,12.205608791220538,0,indie,figure fantasy,figure fantasy,2996570
yellow taxi goes vroom,2024-04-09,13798,16.99,184444.0,6.573973275788298,99,indie,"xelu,those awesome guys",panik arcade,2011780
galaxy burger,2024-08-23,21079,11.99,183781.0,5.290148096748573,95,indie,galactic workshop,galactic workshop,2749770
broke protocol: online city rpg,2024-06-26,98931,9.99,183531.0,9.725358535580774,75,indie,cylinder studios,cylinder studios,696370
witchhand,2024-02-07,18046,11.99,182797.0,11.343093374261317,0,indie,hopfrog,jon nielsen,2420880
arctic eggs,2024-05-16,24972,9.99,182249.0,1.8052762578319173,97,indie,critical reflex,"the water museum,cockydoody,abmarnie,cameron ginex",2763670
no creeps were harmed td,2024-07-27,14452,19.99,181284.0,16.714114619980005,91,indie,minmax games ltd.,minmax games ltd.,1932260
zoria: age of shattering,2024-03-07,9307,24.99,180957.0,17.806999014427912,80,indie,"anshar publishing,surefire.games",tiny trinket games,1159090
front mission 2: remake,2024-04-30,6960,34.99,180254.0,21.095318096281108,63,indie,forever entertainment s. a.,storm trident s.a.,2865440
having a hard time,2024-02-12,16580,12.99,180236.0,5.873573137485592,96,indie,quadruple-q,quadruple-q,2420460
"island, sex & survival",2024-06-25,16201,12.99,179792.0,2.754190616196808,77,indie,alice publication,無人島觀光促進會,2911250
sheryl ~the alchemist of the island ruins~,2024-04-19,13210,17.99,179743.0,5.946683096741738,85,indie,kagura games,pakkuri paradise,2787300
"oppai succubus academy sucky and busty, demonic and lusty!",2024-07-31,4993,39.99,179703.0,4.523793592123041,92,indie,frontwing usa,milkfactory,2854170
computer repair shop,2024-01-12,22799,9.99,179631.0,4.467348573895426,0,indie,cheesecake dev,cheesecake dev,2479290
keepup survival,2024-03-05,23894,8.99,179352.0,8.238716732494117,68,indie,witte studio,witte studio,1524630
folie fatale,2024-05-30,38408,5.99,178996.0,3.636514388975916,90,indie,346lab localization,kanmidoko (神海処),2734450
baten kaitos i & ii hd remaster,2024-06-17,4662,49.99,178950.0,13.164837272057364,84,aaa,bandai namco entertainment,"logicalbeat co., ltd.",2146170
farlands,2024-07-24,14440,14.99,177736.0,4.881503287831916,95,indie,jandusoft,"jandusoft,eric rodríguez",2252680
b.e.s.t,2024-01-18,18098,11.99,176781.0,3.8147019706556926,75,indie,dolydev,dolyla,2404390
kukoro: stream chat games,2024-02-02,61373,5.99,175228.0,17.006639023780735,98,indie,heynau,heynau,1166990
backrooms rec.,2024-03-06,20159,9.99,175194.0,1.9294587589570893,72,indie,liminal logic,liminal logic,2275020
old market simulator,2024-05-21,25461,9.99,174298.0,8.685694388370663,93,indie,"alcedo games,gamersky games",alcedo games,2878420
fleshlight squad - fleshlightize -,2024-01-12,14773,14.99,174069.0,2.14888170402484,83,indie,072 project,ちゃおいずむ,2588590
fork road,2024-06-11,48467,3.99,173665.0,0.7547324928427664,0,indie,simon au yeung,simon au yeung,2976400
tiny terry's turbo trip,2024-05-30,12896,17.99,173502.0,3.941035344922252,97,indie,super rare originals,snekflat,2238040
phantom fury,2024-04-23,8386,24.99,173471.0,6.759825136466032,61,indie,3d realms,slipgate ironworks™,1733240
broken roads,2024-04-10,6136,34.99,173273.0,6.840685757062152,51,indie,"versus evil,tinybuild",drop bear bytes,1403440
rungore,2024-05-16,16112,14.99,172919.0,9.171866180343908,88,indie,"grabthegames,gamera games,upgradepoint","your_mom's_hp,ravenjm",2113040
reveil,2024-03-06,10936,19.99,172222.0,5.162763610356412,92,aa,daedalic entertainment,pixelsplit,809060
kithack model club,2024-08-01,11862,19.99,171463.0,16.004801494161363,89,indie,"floating origin interactive,curve games",floating origin interactive,2107090
a tower full of cats,2024-05-20,41463,4.99,171352.0,2.658659161885786,99,indie,devcats,devcats,2179170
drug lord tycoon,2024-07-31,16898,11.99,171160.0,7.688269897496598,88,indie,duhndal,duhndal,2450700
into the necrovale,2024-01-26,15345,14.99,170271.0,10.197507446551173,93,indie,tribal-storm,casey clyde,1717090
tomba! special edition,2024-07-31,9464,19.99,170266.0,5.361269289978908,86,indie,limited run games,limited run games,2851150
fairy tail: dungeons,2024-08-26,16430,13.99,169800.0,7.7027946379318815,93,indie,kodansha,ginolabo,2305500
field of glory: kingdoms,2024-06-04,4836,39.99,169077.0,29.630237681613337,82,aa,slitherine ltd.,ageod,1985050
arco,2024-08-15,10274,19.99,168841.0,5.098042446489322,99,indie,panic,"franek,max cahill,bibiki,fáyer",2366970
last hope,2024-04-18,10810,19.99,167966.0,7.281782067780635,94,indie,"poolside games,dreambig games",poolside games,2650630
smack studio,2024-07-31,13959,14.99,166819.0,61.89405689882235,90,indie,thirdpixel interactive,thirdpixel interactive,1739300
the grey dream,2024-01-09,15783,12.99,165452.0,4.845216579075951,82,indie,the greys,the greys,2497930
quilts and cats of calico,2024-03-05,10536,19.99,165375.0,12.60609181612462,96,indie,"monster couch,flatout games",monster couch,1993180
hypnotic idol,2024-06-18,10261,19.99,163926.0,3.916737738327048,79,indie,azucat,azucat,2797310
night raider,2024-01-26,44974,5.99,163793.0,28.066198713115263,86,indie,tsukuyomi,tsukuyomi,2719290
this is a ghost,2024-04-17,12790,14.99,163789.0,24.23037807231731,90,indie,nuci,nuci,1985420
crypt custodian,2024-08-27,10680,19.99,163307.0,6.014406764508275,98,indie,"kyle thompson,top hat studios, inc.,h2 interactive co., ltd.",kyle thompson,2394650
himegashima island,2024-08-02,14305,14.99,163296.0,6.4025414038367305,75,indie,kagura games,fushidaratei,2991400
starstruck vagabond,2024-05-24,8747,24.99,162429.0,16.54874636758956,0,indie,"ben 'yahtzee' croshaw,second wind",ben 'yahtzee' croshaw,2448930
clank!,2024-07-24,7748,22.99,160313.0,11.996352257405444,95,indie,dire wolf,dire wolf,1722870
heading out,2024-05-07,9835,19.99,159911.0,4.301057192445973,81,indie,saber interactive,serious sim,1640630
the game of sisyphus,2024-04-11,28586,6.99,158283.0,5.66407476855285,81,indie,cream,cream,2904890
"warhammer 40,000: speed freeks",2024-08-06,102865,0.0,158090.0,5.651413836213646,0,indie,plaion,caged element inc.,2078450
除邪(chuxie),2024-07-28,25734,6.99,157941.0,1.6539491559621793,83,indie,lcgaming,lcgaming,2969160
moose miners,2024-05-10,20363,9.99,157701.0,30.35383039123571,69,indie,lingon studios,lingon studios,2591410
the inquisitor,2024-02-08,4482,39.99,157178.0,5.87829712643099,70,aa,kalypso media,the dust s.a.,1880470
snk vs. capcom svc chaos,2024-07-20,8714,19.99,156773.0,4.365388443927607,0,indie,snk corporation,code mystics,2442380
vivat slovakia,2024-04-18,6256,29.99,155061.0,4.087998735806734,73,indie,team vivat,team vivat,2132690
spy alliance,2024-08-08,93601,1.99,153860.0,0.9404285900243136,70,indie,alt lab,alt lab,2757350
arena renovation,2024-01-19,13814,19.99,153619.0,6.01014217466712,82,aa,"playway s.a.,freemind s.a.",nesalis games,948880
summer's gone - season 1,2024-05-10,11819,14.99,153346.0,12.394389248708071,96,indie,oceanavn,oceanavn,2240150
turlock holmes,2024-02-21,27531,9.99,152748.0,6.043817491612786,75,indie,neverland entertainment,find the lamp games,2142160
galaxy idle clicker,2024-07-18,14401,0.0,151939.1911440809,99.91404042132116,76,indie,soehnle,soehnle,2962810
creator of another world,2024-04-30,10817,18.99,151439.0,28.08123885865699,89,indie,kuetaro (くえたろう),kuetaro (くえたろう),2761610
miss neko: pirates,2024-03-22,47322,3.99,151366.0,3.115070265712853,82,indie,toffee cafe,orangeee,2695270
winter survival,2024-03-06,8694,18.99,151064.0,8.359128282051328,0,indie,"drago entertainment,heartbeat games",drago entertainment,1394960
maid of the dead,2024-02-29,9076,19.99,149494.0,7.925857937636709,84,indie,qureate,"qureate,ixill llc.",1868020
project demigod,2024-02-01,9426,19.99,148767.0,7.734520511375408,82,indie,fast travel games,omnifarious studios llc,1646580
勾八狂想曲,2024-07-16,36043,4.99,147185.0,3.1321856073593546,93,indie,勾八游戏,勾八游戏,2996200
aeruta,2024-05-15,11532,14.99,146384.0,3.823862384264399,86,indie,"gravity game arise co., ltd.",fromdawn games,2286780
mwneus,2024-08-12,17079,10.99,146188.0,1.5783624783835415,85,indie,cllgames,cllgames,2701210
"sex, please",2024-05-24,38909,5.99,145765.0,1.5732950377279882,74,indie,evil boobs cult,evil boobs cult,2608620
shop legends,2024-02-03,4881,0.0,145540.0,96.4889328536079,51,indie,cloudcade,cloudcade,982300
laughing to die,2024-04-10,48759,4.99,145336.0,1.664247236383009,0,aa,gamera games,大吉利制作组,2182400
cd 2: trap master,2024-03-28,12111,14.99,144122.0,14.886709065862858,84,indie,"ace entertainment,erabit",ace entertainment,2330870
center station simulator,2024-04-05,9795,18.35,144011.0,37.60065180814037,90,indie,nightmare phoenix,nightmare phoenix,2823890
with eyes closed - season 1,2024-08-16,13201,12.99,143830.0,2.62212839425719,80,indie,ker,ker,2492780
once a porn a time 2,2024-06-15,11016,14.99,143625.0,5.743886096291238,79,indie,opt studio,opt studio,2735510
hellbreach: vegas,2024-08-14,16668,14.99,143445.0,3.6441777939194218,78,indie,iceberg interactive,infinity ape studios,1691320
i am part-time worker!!,2024-06-26,27661,5.99,143115.0,1.1508789912695352,77,indie,komefukuro,komefukuro,2985930
bore blasters,2024-03-08,19335,9.99,142092.0,7.815683895628099,84,indie,8bitskull,8bitskull,2398170
pool cleaning simulator,2024-06-05,14585,15.99,141787.0,5.968698775476018,70,indie,"freemind s.a.,playway s.a.","rubens games,freemind s.a.",2165620
from glory to goo,2024-04-02,15469,11.99,140951.0,16.68310705082089,92,indie,stratagem blue,stratagem blue,2607060
solo leeching~35-year-old magician journey,2024-06-21,15751,10.99,140940.0,1.780681503149469,88,indie,072 project,アンクルおじ,2696070
spectral scream,2024-08-28,17856,9.99,140690.0,4.114998906714487,84,indie,stoic ent.,stoic ent.,2620240
1 to 1 humanoid edible toys,2024-08-07,21002,7.99,140013.0,2.4110427035103563,95,indie,无,"汉谟拉比炒面,我的屁是香哒",2976720
astral tale-星界神話,2024-01-07,43217,0.0,138164.27473883974,104.18254808777462,39,indie,"x-legend entertainment co., ltd.","x-legend entertainment co., ltd.",2591210
ark of charon,2024-07-08,7322,21.99,138039.0,15.685483626994415,83,indie,sunsoft,"angoo inc.,sunsoft",2827810
and the hero was never seen again,2024-02-10,11972,14.99,137489.0,7.030944723548148,90,indie,kagura games,circle poison,2582660
united penguin kingdom,2024-03-09,12818,14.99,137453.0,9.254702087867598,79,indie,"grabthegames,upgradepoint",turquoise revival games,2635350
first dwarf,2024-06-19,7002,24.99,136381.0,4.20162183578225,71,indie,"star drifters,4divinity",star drifters,1714900
multi turret academy,2024-01-18,17922,8.99,135974.0,10.859354431064316,97,indie,scarlet academy,scarlet academy,1869270
a twisted path to renown,2024-06-06,5416,29.99,135445.0,32.539100142740494,54,indie,game-labs,game-labs,2304660
repair this!,2024-04-19,13207,11.99,134665.0,7.129466789211678,88,indie,hgisoft,hgisoft,2517200
clickyland,2024-06-03,30891,4.99,134579.0,3.507301277365972,84,indie,sokpop collective,sokpop collective,2751050
